round,mean,std,n
0,4.6448386,0.017560675678913774,5
1,4.5665378,0.008453231524097778,5
2,4.470937,0.015431256721343102,5
3,4.392654,0.015253351189165074,5
4,4.3287778,0.029192241926580317,5
5,4.2814444,0.012832843383288103,5
6,4.2356684,0.011006570142419597,5
7,4.2047666,0.015123149384304703,5
8,4.156072999999999,0.015762004203146378,5
9,4.122973400000001,0.015889592011754057,5
10,4.0906123999999995,0.014932922764817239,5
11,4.065403000000001,0.012438551020918731,5
12,4.0487946,0.025244031815460814,5
13,4.0203854,0.02429508240982109,5
14,4.0221386,0.0166282838952188,5
15,3.9808938000000005,0.027484344174456974,5
16,3.9552324000000008,0.02457282296155648,5
17,3.9474872000000003,0.03988479368380896,5
18,3.9148766000000004,0.022447063667660534,5
19,3.8928244,0.03589045838798938,5
20,3.8865735999999997,0.025847106778128973,5
21,3.8556888000000002,0.025016607477833543,5
22,3.8348698,0.02431653050293162,5
23,3.8126773999999997,0.023537669325997383,5
24,3.7974334,0.02537345008665554,5
25,3.7781252000000003,0.03499018440505844,5
26,3.7487862,0.04400075375149851,5
27,3.7356594000000003,0.03356180768075529,5
28,3.7208723999999997,0.020120976735735274,5
29,3.7026258,0.025620541625812638,5
30,3.6846446,0.0277402714622622,5
31,3.6545954000000003,0.02770342138256584,5
32,3.6453700000000007,0.02327773714303011,5
33,3.6301989999999997,0.032791265490981034,5
34,3.6237375999999997,0.03884217250360746,5
35,3.6022598,0.024699189697235068,5
36,3.5750737999999997,0.022756772446900306,5
37,3.5764981999999996,0.02293192472733155,5
38,3.5633198,0.03693314771583924,5
39,3.5459732,0.015599970615357003,5
40,3.5284896000000003,0.040147039900844464,5
41,3.5132446,0.024471946250758235,5
42,3.4909957999999994,0.0264199018109454,5
43,3.4929807999999993,0.035837004886011305,5
44,3.4803686,0.03364820728211239,5
45,3.4573260000000006,0.008749859627445566,5
46,3.4452712000000005,0.03883687838511235,5
47,3.4359006,0.02572393183010704,5
48,3.433817,0.01307295247830416,5
49,3.4085094,0.03203702728562686,5
50,3.3802712,0.03346230991279583,5
51,3.387819999999999,0.027862805987552634,5
52,3.3901712,0.028814029442270052,5
53,3.3519753999999997,0.023993445527893523,5
54,3.3559796,0.022313185335133007,5
55,3.3374366,0.019288618931898698,5
56,3.3336124,0.022585165890468897,5
57,3.3148802,0.011334559903234008,5
58,3.3178262,0.030204342530503914,5
59,3.3109491999999996,0.01733017139845999,5
60,3.2960078000000004,0.018483009054263803,5
61,3.2942138,0.028419565878105787,5
62,3.2731681999999998,0.03271650207005635,5
63,3.2760668,0.031584947747305143,5
64,3.2530810000000003,0.026217342638032607,5
65,3.2545192,0.015295424600186763,5
66,3.2269198,0.02906580825815793,5
67,3.233867,0.007545978365990697,5
68,3.2100462,0.03348714996382943,5
69,3.2026517999999995,0.012672109027308684,5
70,3.2027504,0.025771771811421873,5
71,3.1988113999999994,0.02094456486299004,5
72,3.1862845999999996,0.019935004961123073,5
73,3.1889386,0.025334986269978606,5
74,3.1586002,0.015205822279640147,5
75,3.1640174,0.019148736114950313,5
76,3.1520566,0.02435224144303759,5
77,3.1482129999999997,0.022214201684958204,5
78,3.1382413999999996,0.024884142466639152,5
79,3.1270385999999997,0.008104589705839481,5
80,3.1177757999999995,0.023438808474408455,5
81,3.1132039999999996,0.0257799155351603,5
82,3.105539,0.018782649640026867,5
83,3.1070222000000003,0.020873833684783443,5
84,3.0962076,0.020147099327198305,5
85,3.085118,0.016074524565286522,5
86,3.0956308,0.016909829883827887,5
87,3.0766275999999997,0.011361705871038897,5
88,3.0613618,0.020528913931331064,5
89,3.0516414,0.014215655201220988,5
90,3.0557558000000005,0.03262088016439777,5
91,3.0498681999999997,0.0213587733659965,5
92,3.0545317999999995,0.016465916014604214,5
93,3.0314343999999998,0.010413252124096516,5
94,3.03873,0.020188265948317578,5
95,3.010735,0.021592765304610788,5
96,2.9998669999999996,0.019261253983061485,5
97,2.997582,0.018240746256663998,5
98,2.995298,0.010203915228969683,5
99,2.999015,0.012650527281500918,5
100,2.9848018,0.015336292566979902,5
101,2.9771826,0.021622520650932564,5
102,2.9765764,0.007080232856340213,5
103,2.9707792,0.017659218802087547,5
104,2.9608876,0.025758249752263797,5
105,2.9505806000000003,0.01846261228266466,5
106,2.9505635999999997,0.019421190226142165,5
107,2.9481108,0.03704602228580018,5
108,2.9415606,0.009187020289517076,5
109,2.9434138,0.03341153065485019,5
110,2.9180468,0.014564779253390687,5
111,2.9325476,0.016396743054643528,5
112,2.9173017999999997,0.025801863686563405,5
113,2.9017987999999995,0.012074311148053133,5
114,2.9026436,0.032106793133229665,5
115,2.8889562,0.01483638270266698,5
116,2.9008764,0.005870825904419142,5
117,2.8846344000000004,0.016217015271004623,5
118,2.8886958,0.02227143087455308,5
119,2.8761626,0.012036160654461253,5
120,2.8761216000000003,0.00586604511574879,5
121,2.868358,0.016724458003176026,5
122,2.8672823999999997,0.007993732250957524,5
123,2.8631948,0.019471281447300814,5
124,2.8677472,0.02952495974933748,5
125,2.8469382,0.017651881364319152,5
126,2.8428554000000004,0.02325563801102854,5
127,2.8290963999999996,0.01711925352636612,5
128,2.8409286000000002,0.011143459530146,5
129,2.8286164,0.019598095450833984,5
