time_sec,mean,std,n
60.0,2.8860341999999997,0.0068964790074355275,5
120.0,2.4723786,0.00455744432769066,5
180.0,2.2315948,0.001824540955966691,5
240.0,2.0739626,0.0024289608477701206,5
300.0,1.9614258,0.004056806219182753,5
360.0,1.878087,0.0038870024440434935,5
420.0,1.8115465999999998,0.007366093252192781,5
480.0,1.754994,0.005218650927203342,5
540.0,1.7077791999999998,0.003819257414733893,5
600.0,1.6688258,0.004495993071613854,5
660.0,1.6340444,0.0024473403523008366,5
720.0,1.6036972000000003,0.005355589388666764,5
