time_sec,mean,std,n
60.0,2.0609626,0.029569163968567066,5
120.0,1.6757396,0.013101636932078413,5
180.0,1.5301892,0.01763450599534896,5
240.0,1.4611560000000001,0.005653938317668521,5
300.0,1.3907736,0.007997960321231921,5
360.0,1.3398303999999999,0.019984390165826958,5
420.0,1.2973627999999997,0.013767306878979627,5
480.0,1.2631144,0.013126639889933742,5
540.0,1.2395462,0.007648672773756255,5
600.0,1.2197974000000003,0.012793038157529257,5
660.0,1.2138322000000001,0.022447456374832347,5
720.0,1.1995992,0.02604986754668818,5
