round,mean,std,n
0,2.3528864,0.038610386236089506,5
1,2.2707684,0.014504159344822489,5
2,2.2232704,0.023107701341760514,5
3,2.1710768000000003,0.02777572351352891,5
4,2.1444434,0.016018813230074133,5
5,2.1048971999999995,0.025637221031149196,5
6,2.0744292,0.01153428156410273,5
7,2.0574413999999996,0.016890987443012446,5
8,2.0342551999999996,0.01412883320377153,5
9,2.028691,0.01375210802022715,5
10,2.0068797999999997,0.01737990988756848,5
11,2.005742,0.021897339849853873,5
12,1.9995775999999998,0.01981474063166101,5
13,1.9934456,0.014423347836060833,5
14,1.969306,0.01333534605850186,5
15,1.9671539999999996,0.019204190870744896,5
16,1.9566095999999997,0.012326974742409468,5
17,1.9466644,0.018583350553654197,5
18,1.9357282000000002,0.011530941253861308,5
19,1.9275737999999998,0.011884375907046977,5
20,1.9145375999999998,0.01759526324895421,5
21,1.9128348000000002,0.019002410155030285,5
22,1.9052088,0.020167907382770318,5
23,1.8996118,0.01698001259422382,5
24,1.8857484,0.01872992600893025,5
25,1.8760182,0.02985156334599579,5
26,1.8732663999999999,0.030323491088593352,5
27,1.8921683999999999,0.034326761153653865,5
28,1.867908,0.03344587756361014,5
29,1.8774218,0.0624783364031085,5
30,1.8861523999999998,0.07568929587993273,5
31,1.874838,0.07231163960940176,5
32,1.8677275999999998,0.06680524115516687,5
33,1.8808616,0.10215665710221725,5
34,1.9289847999999998,0.12397173060298865,5
35,1.9254706,0.13596623113038037,5
36,1.8907562000000002,0.1223326210693616,5
37,1.9204804000000002,0.1467379081331746,5
38,1.9319317999999999,0.15031918143803205,5
39,1.9453407999999999,0.17174045543260916,5
40,1.9142532000000003,0.15273113134754163,5
41,1.9340727999999998,0.15085663097192653,5
42,1.9269083999999999,0.1200225439169659,5
43,1.9619348000000003,0.18577564465424423,5
44,1.9417592,0.15662566262493516,5
45,1.9607156,0.15914254352089516,5
46,1.9678132000000002,0.1250590999235961,5
47,1.9878230000000001,0.14855260517574234,5
48,2.0147984,0.13232722901693364,5
49,2.0359264,0.15653241498264833,5
50,2.0116357999999996,0.12285891082538541,5
51,1.9967245999999998,0.13817036579274156,5
52,1.9582414,0.13985082287673534,5
53,1.9671368,0.12748882322854818,5
54,1.9956724000000001,0.1350856898464823,5
55,1.9489248000000003,0.10860335786107171,5
56,1.932863,0.09034860222217059,5
57,1.9397694,0.0891496949478796,5
58,1.9701998000000003,0.15686902233137046,5
59,1.9209392,0.10881079099611396,5
60,1.9019714,0.13845206334432153,5
61,1.9012436000000001,0.09832029362903671,5
62,1.9126694,0.09085654339837068,5
63,1.9124700000000001,0.05911526175616582,5
64,1.8921828,0.0778583179544742,5
65,1.8697004,0.0648256993082219,5
66,1.8910246000000002,0.10466609491759973,5
67,1.8872577999999998,0.14218486253360443,5
68,1.8836292000000001,0.11512473960535156,5
69,1.8911719999999999,0.10277859547104148,5
70,1.8858858,0.10690265533044535,5
71,1.8806368,0.07980618385000002,5
72,1.8667816,0.1020461093271076,5
73,1.8863578,0.09740374221866425,5
74,1.8676882,0.07126686072221788,5
75,1.8525014,0.06932804855756432,5
76,1.8468849999999999,0.07119207737171321,5
77,1.8240535999999998,0.08760464602005989,5
78,1.8124555999999998,0.11019910539246676,5
79,1.8185938,0.033109159876082594,5
80,1.8353832,0.08088011377464795,5
81,1.838805,0.06906078022293115,5
82,1.8186696000000002,0.02515835329070642,5
83,1.844227,0.03286695382142981,5
84,1.8253028,0.06790751609873533,5
85,1.8192608,0.06096279791971491,5
86,1.8158998,0.07033868906014674,5
87,1.7698663999999997,0.024665287253547247,5
88,1.7872816,0.06129370667776589,5
89,1.8003882,0.07557646346714036,5
90,1.7606378,0.04216847197492467,5
91,1.7688482,0.04550521361009085,5
92,1.750213,0.03298080879845126,5
93,1.7492782000000002,0.024282759103940434,5
94,1.7276874,0.025033802773450166,5
95,1.7456896,0.04104001963693482,5
96,1.742657,0.04913316696998069,5
97,1.7419678,0.0454605846717791,5
98,1.7783774,0.07824826959620254,5
99,1.7742976,0.10549878117921556,5
100,1.7061845999999998,0.04789590684286082,5
101,1.6869305999999997,0.06138176915664778,5
102,1.6851758000000001,0.029756079768679177,5
103,1.6622062,0.031575200675530116,5
104,1.748538,0.07486383662022675,5
105,1.7367304000000001,0.06327962447976444,5
106,1.7125752000000003,0.06348336249522389,5
107,1.7065317999999998,0.03844154149744779,5
108,1.6892844,0.04677334948771574,5
109,1.6755958,0.037871783635049484,5
110,1.7447724,0.1199051171481017,5
111,1.7648614000000002,0.09610163024007447,5
112,1.695218,0.07692759342069663,5
113,1.6275134000000002,0.05715394941121744,5
114,1.6907292000000003,0.07979902425280647,5
115,1.700489,0.061151469213748186,5
116,1.6200558,0.048175718974396174,5
117,1.6109721999999997,0.08027970274733211,5
118,1.6319649999999999,0.06402793924139677,5
119,1.6403655999999998,0.06288530388970065,5
120,1.6811698,0.11389109303496912,5
121,1.7074643999999999,0.18874151795855623,5
122,1.6198717999999999,0.05017194924656607,5
123,1.6113778,0.08733701281644574,5
124,1.6448513999999999,0.08225280531568513,5
125,1.6301371999999996,0.08736014855584899,5
126,1.6110366000000003,0.07017004785733018,5
127,1.6496593999999998,0.07902031663312924,5
128,1.619621,0.0799420837231555,5
129,1.5613772,0.061789147758324094,5
130,1.5720978000000003,0.08436115511715092,5
131,1.6170754000000003,0.09716511797605153,5
132,1.6644634,0.10145376296766916,5
133,1.6143348,0.1035275274151759,5
134,1.5416396000000003,0.08562213703126073,5
135,1.5294906,0.13987398713234708,5
136,1.5123434000000002,0.060628823704571386,5
137,1.4923326000000001,0.06679860386864381,5
138,1.5810726000000002,0.05262564027924035,5
139,1.6014431999999998,0.07850959211268393,5
140,1.5834074,0.09924112764020777,5
141,1.5507148000000002,0.10792342361924953,5
142,1.4772852,0.09055473489111435,5
143,1.4346602,0.09146082887608226,5
144,1.4535558,0.049323234080907524,5
145,1.4444048,0.0628939364104363,5
146,1.497425,0.07485757522455559,5
147,1.522203,0.052147642722370435,5
148,1.5551864,0.06556195716877278,5
149,1.4989318,0.08637573429326084,5
150,1.477694,0.09631048062905721,5
151,1.4210778000000002,0.08481703867561047,5
152,1.4587220000000003,0.07501212558980049,5
153,1.4792679999999998,0.08917390740289448,5
154,1.5060634,0.06527932618601395,5
155,1.509475,0.09099353472088006,5
156,1.3897590000000002,0.08760708941917886,5
157,1.3806424000000002,0.09755983042625688,5
158,1.3758462000000002,0.05880681432198137,5
159,1.4064906,0.08289419615570198,5
160,1.4075234,0.0790668299592187,5
161,1.3781062,0.07665031336009005,5
162,1.5098324,0.0692181051337004,5
163,1.4301238,0.10518723641297928,5
164,1.4196948,0.13921022037443945,5
165,1.4176376000000002,0.1292904368420186,5
166,1.5103192,0.11797604597841037,5
167,1.4724246,0.14833802721756814,5
168,1.4177731999999998,0.09896827182839958,5
169,1.3565458,0.11090544682611403,5
170,1.3774760000000001,0.0705107492656262,5
171,1.3180422,0.06279544955408786,5
172,1.344933,0.06100238621152458,5
173,1.3590298,0.08171923417225589,5
174,1.4297032,0.07973401347417554,5
175,1.4362641999999999,0.07160771806306919,5
176,1.32892,0.08319500330248204,5
177,1.2494416000000002,0.07621485015598996,5
178,1.3462766,0.08838671795185062,5
179,1.3492456000000002,0.0696895948854634,5
180,1.3605414,0.03875341958846985,5
181,1.3310794,0.05806901563054092,5
182,1.370237,0.07321040890133045,5
183,1.3237762,0.12328152853408328,5
184,1.3265086,0.055609666437589786,5
185,1.264726,0.1020286870468301,5
186,1.2785226,0.0858077021181665,5
187,1.2713938,0.0659263037466837,5
188,1.2818214,0.032622560917254795,5
189,1.2062582000000002,0.06751746720071775,5
190,1.2929778,0.1215109356506648,5
191,1.2548128,0.0646377071545704,5
192,1.2839656,0.07866678491142243,5
193,1.2483828000000001,0.06611663533635086,5
194,1.2166308000000001,0.0864200573807956,5
195,1.230994,0.12200218782669431,5
196,1.2756118,0.10342069888905213,5
197,1.2132188,0.11269366287285192,5
198,1.2490734,0.20357279397994218,5
199,1.2540558,0.16134753533196597,5
200,1.1569182000000002,0.07416804289045249,5
201,1.1180444,0.12097779064274569,5
202,1.2299364,0.14760072617639797,5
203,1.1762464,0.16100119286607786,5
204,1.1294646,0.18397460893503756,5
205,1.1642312000000001,0.1848182668642361,5
206,1.1153574,0.13650575448786037,5
207,1.1065244,0.12138336851809638,5
208,1.1745496000000002,0.09956261755197077,5
209,1.1590922000000001,0.1102654184261775,5
210,1.199846,0.08685670996244332,5
211,1.1499469999999998,0.09466061462403468,5
212,1.2025054000000002,0.11031268184936856,5
213,1.2072884,0.09904772802442262,5
214,1.1220778,0.06663684630667933,5
215,1.1096154,0.07015527892325711,5
216,1.1365416000000002,0.06433737558216067,5
217,1.1345758,0.07801990518258779,5
218,1.165729,0.13127561641447355,5
219,1.178337,0.14766301671203927,5
220,1.1279816,0.10318368415016015,5
221,1.1021142000000002,0.11005066347687326,5
222,1.197527,0.1296666094470739,5
223,1.1393636,0.18139452659410646,5
224,1.0574618,0.12970095926090916,5
225,1.0708154,0.09274943609424267,5
226,1.1404498,0.13034253399677334,5
227,1.0487857999999999,0.12230329879116103,5
228,1.0877748,0.1244317243720427,5
229,1.063503,0.11334957947650263,5
230,1.1224786,0.14065588030828996,5
231,1.1672506,0.11501169848454548,5
232,1.0662648,0.09308906295961941,5
233,0.9547374000000002,0.05202213247551466,5
234,1.0160512000000002,0.10624228771397945,5
235,1.0404754,0.08215709868781881,5
236,1.0799842,0.08946375869982214,5
237,1.0853774,0.04953901022224807,5
238,1.1236304000000001,0.07628200033297507,5
239,0.9906554,0.03284000297350779,5
240,1.0239433999999998,0.12551953497882312,5
241,1.0215996,0.09414930058316952,5
242,1.0878584,0.08884838754755203,5
243,1.0780102,0.14847791739245264,5
244,1.0319752,0.05883800612869198,5
245,0.9701601999999999,0.08402083522377053,5
246,1.0278128,0.13013169247996434,5
247,1.0015015999999999,0.05462702075255432,5
248,1.0013324000000001,0.08754213281500514,5
249,0.8962168,0.09555475189230515,5
250,0.9245073999999999,0.07440084073651315,5
251,0.8755740000000001,0.039120706601491716,5
252,0.8802185999999999,0.06443394503908634,5
253,0.9006133999999999,0.04723135272570544,5
254,0.9908066,0.08835606870385304,5
255,0.9596948,0.05911511733643099,5
256,1.0172417999999999,0.0631118598181039,5
257,0.9439306000000001,0.04702720192930893,5
258,0.9024728,0.0757237099342075,5
259,0.8836624000000001,0.07548900326405164,5
260,0.9504166,0.058090550809060136,5
261,0.9250948000000001,0.039178403766616125,5
262,1.0970327999999998,0.1453316776040241,5
263,1.040598,0.10526277635755192,5
264,0.8636316,0.09708586545579123,5
265,0.868902,0.13786288799564592,5
266,0.9197184,0.05901956472475883,5
267,0.8435884,0.06594134174628234,5
268,0.9358386000000001,0.1529116494263926,5
269,0.978063,0.20686916940423972,5
270,0.9011303999999999,0.08281395251888415,5
271,0.8819486,0.19001251646615286,5
272,0.8796476,0.09661867971205154,5
273,0.8609928,0.09063920025408427,5
274,0.9659445999999999,0.058105659051421094,5
275,0.9766978,0.10833104175027583,5
276,0.8969894,0.07807505511557453,5
277,0.7915924,0.05691692729144818,5
278,0.9033059999999999,0.16389163661700376,5
279,0.9892812,0.16988413387865275,5
280,0.8705192,0.11789995692408034,5
281,0.7590864,0.07342663072618816,5
282,0.8340616000000001,0.13376282207997858,5
283,0.8710951999999998,0.10258205115272358,5
284,0.8766356,0.11358685517391529,5
285,0.8343534,0.08892697217548791,5
286,0.9014692,0.22464387259215415,5
287,0.8682576000000001,0.16547517062326902,5
288,0.837931,0.0864709112794586,5
289,0.8080384,0.08202630375251588,5
290,0.8964719999999999,0.06564980516345803,5
291,0.9185532000000001,0.07682156919576691,5
292,0.9049927999999999,0.0707060973304283,5
293,0.869069,0.10971944431594609,5
294,0.7566088000000001,0.11780260006765556,5
295,0.7065656,0.07806466916153557,5
296,0.7811775999999999,0.08410064789762325,5
297,0.7751476,0.023937337587960798,5
298,0.8697061999999999,0.13448456988703203,5
299,0.8117996,0.13342878606695033,5
300,0.7756402,0.09309381834042475,5
301,0.7896542,0.08001972529757899,5
302,0.8507874000000001,0.10545234877801442,5
303,0.7462338,0.14859584755369176,5
