round,mean,std,n
0,3.7655242,0.030318078793023888,5
1,3.6819194000000004,0.013792418870524558,5
2,3.6557157999999994,0.0018486104781700518,5
3,3.631955,0.006356355205618934,5
4,3.6113072,0.006532396091787387,5
5,3.5891910000000005,0.006644523948335334,5
6,3.5715200000000005,0.008109068596330926,5
7,3.5540596,0.010589595568292417,5
8,3.5294308,0.007467439333533342,5
9,3.5161891999999995,0.0052682628256380815,5
10,3.4924372,0.003205174675427282,5
11,3.4814613999999997,0.00728270209468998,5
12,3.456093,0.005401413287279506,5
13,3.4416742,0.006098036216684731,5
14,3.4249837999999997,0.007685631119172831,5
15,3.408494,0.011554425212878316,5
16,3.3879647999999998,0.0071932630078429035,5
17,3.3774176,0.00991472184682962,5
18,3.3559989999999997,0.007039192247694358,5
19,3.3377685999999995,0.005549361702033919,5
20,3.3215125999999997,0.0048146652323916355,5
21,3.3078278000000005,0.003077631345694274,5
22,3.2933554000000003,0.004742159402634907,5
23,3.2828128,0.0074477539701577194,5
24,3.2644683999999997,0.003839165703639228,5
25,3.2528238000000003,0.006414809015083709,5
26,3.239293,0.007302358968169203,5
27,3.2213104,0.004543361894016416,5
28,3.2065469999999996,0.004166833749983266,5
29,3.1940201999999998,0.008488780077254857,5
30,3.1786776,0.003156451298531357,5
31,3.1669519999999998,0.010996842160365861,5
32,3.1537412000000002,0.005753559046364193,5
33,3.1417836,0.008507626772490716,5
34,3.1315920000000004,0.007548082372364595,5
35,3.1178232,0.014242718339558633,5
36,3.1053264,0.006137609656861535,5
37,3.0921176,0.008866053394831422,5
38,3.0762678,0.0029820468138512302,5
39,3.066654,0.005197709255046723,5
40,3.0567196,0.007555715373146361,5
41,3.0404358,0.004631681735611814,5
42,3.0319968000000004,0.004061068233851882,5
43,3.0196114,0.003947463210721483,5
44,3.0101358,0.0024181436475114878,5
45,2.9997166,0.006261815695147914,5
46,2.9882257999999995,0.004167982749484463,5
47,2.9809584,0.005987271732600732,5
48,2.9701118,0.005158163839972492,5
49,2.9555262000000004,0.0065630211945414485,5
50,2.9458866,0.008000079830851752,5
51,2.9402966000000004,0.005630835311035203,5
52,2.9247626,0.006296469828403865,5
53,2.9146646,0.005204206788743165,5
54,2.902805,0.004929350312160851,5
55,2.8947967999999995,0.006266536300062272,5
56,2.889143,0.004559966337595039,5
57,2.8773613999999994,0.0054718852601273495,5
58,2.8666032,0.0032836763238785053,5
59,2.8601140000000003,0.004823987354875584,5
60,2.854126,0.0071917158244747,5
61,2.8374856,0.002898193454550539,5
62,2.8324762000000003,0.0015884296333171534,5
63,2.8301087999999996,0.00656127786334342,5
64,2.8185165999999997,0.0039014607905245636,5
65,2.8135924,0.007042658894196088,5
66,2.7972156,0.0034769192254063227,5
67,2.7908006,0.0035062244366269066,5
68,2.786617,0.005940198607790777,5
69,2.7759454,0.00561349376948081,5
70,2.7682105999999997,0.004366672108139146,5
71,2.7595725999999994,0.003451377522091809,5
72,2.753317,0.002082096899762446,5
73,2.7475055999999993,0.0060866276623430665,5
74,2.7422654,0.008675185692537139,5
75,2.7319965999999996,0.0030803344461274368,5
76,2.7213811999999997,0.003994188115249437,5
77,2.7118621999999997,0.0031694547953867434,5
78,2.7082968,0.006031458380856106,5
79,2.7033352,0.00884092258760356,5
