round,client_id,local_step,eta_returned,loss_prev_batch,loss_curr_batch,f_ref_prev,f_ref_curr,grad_sq_norm,line_search_failed,seed
0,65,0,0.0013302794647291152,2.303325653076172,1.7709916830062866,2.4484071044921873,1.8508203735351563,732.5366821289062,False,0
0,65,1,0.000969773729787525,1.8588258028030396,1.7055736780166626,1.8508203735351563,1.828356689453125,291.0320739746094,False,0
0,65,2,0.0007069650490151057,1.8176573514938354,1.6997185945510864,1.828356689453125,1.7966698608398437,310.2454833984375,False,0
0,65,3,0.0007855167211278952,1.7730956077575684,1.6734673976898193,1.7966698608398437,1.7816446533203125,232.7508544921875,False,0
0,65,4,0.0005726416897022357,1.6837865114212036,1.5678491592407227,1.7816446533203125,1.7933864135742188,397.2461242675781,False,0
0,65,5,0.0005726416897022357,1.7497410774230957,1.6719350814819336,1.7933864135742188,1.7490225219726563,248.08998107910156,False,0
0,65,6,0.0016423203268260682,2.0098154544830322,1.8465303182601929,1.7490225219726563,1.8152118530273438,193.25543212890625,False,0
0,65,7,0.000969773729787525,1.8952749967575073,1.7870266437530518,1.8152118530273438,1.784803466796875,205.68209838867188,False,0
0,65,8,0.0010775263664305832,1.6888022422790527,1.561489462852478,1.784803466796875,1.7142064208984376,233.37060546875,False,0
0,65,9,0.0016423203268260682,1.7051843404769897,1.6249715089797974,1.7142064208984376,1.8087457275390626,97.06732177734375,False,0
0,65,10,0.0006362685441135952,1.7514967918395996,1.62404465675354,1.8087457275390626,1.7342200317382812,388.1587829589844,False,0
0,65,11,0.000969773729787525,1.7845046520233154,1.6575738191604614,1.7342200317382812,1.7355844116210937,241.7996826171875,False,0
0,65,12,0.0007069650490151057,1.6960278749465942,1.5979384183883667,1.7355844116210937,1.7168533935546875,275.20550537109375,False,0
0,65,13,0.0008727963568087724,1.9123313426971436,1.6866769790649414,1.7168533935546875,1.7451460571289064,482.48846435546875,False,0
0,65,14,0.0007855167211278952,1.793999433517456,1.6953195333480835,1.7451460571289064,1.6946430053710937,235.5538330078125,False,0
0,65,15,0.0010775263664305832,1.8264557123184204,1.7759921550750732,1.6946430053710937,1.7083779296875,92.14111328125,False,0
0,65,16,0.0010775263664305832,1.7000415325164795,1.594773769378662,1.7083779296875,1.6899640502929687,182.18186950683594,False,0
0,65,17,0.0010775263664305832,1.593398094177246,1.5221667289733887,1.6899640502929687,1.7014325561523438,123.47080993652344,False,0
0,65,18,0.0007069650490151057,1.7617841958999634,1.6261407136917114,1.7014325561523438,1.7083182373046875,364.5433349609375,False,0
0,65,19,0.0006362685441135952,1.6474248170852661,1.5758299827575684,1.7083182373046875,1.6707379150390624,208.90245056152344,False,0
0,24,0,0.0005726416897022357,1.758863091468811,1.5033869743347168,1.6794901733398437,1.409163330078125,836.169189453125,False,0
0,24,1,0.0038152042447694634,1.4746825695037842,1.331350564956665,1.409163330078125,1.3520057983398437,70.09117889404297,False,0
0,24,2,0.0007069650490151057,1.526355266571045,1.419558048248291,1.3520057983398437,1.32832958984375,272.2149353027344,False,0
0,24,3,0.0011972515182562037,1.4464820623397827,1.3766305446624756,1.32832958984375,1.2996000366210938,112.85917663574219,False,0
0,24,4,0.003433683820292517,1.3302067518234253,1.231544017791748,1.2996000366210938,1.3163800048828125,53.69191360473633,False,0
0,24,5,0.0010775263664305832,1.2851594686508179,1.188207983970642,1.3163800048828125,1.297919677734375,179.86549377441406,False,0
0,24,6,0.0007855167211278952,1.4505043029785156,1.3871018886566162,1.297919677734375,1.2772655639648438,146.48828125,False,0
0,24,7,0.0006362685441135952,1.1684836149215698,1.127558708190918,1.2772655639648438,1.2737979736328124,124.84435272216797,False,0
0,24,8,0.005814973700304013,1.1385935544967651,1.0197579860687256,1.2737979736328124,1.3100408325195312,38.694339752197266,False,0
0,24,9,0.0014780882941434613,1.1383732557296753,1.0770275592803955,1.3100408325195312,1.2869528198242188,79.2412109375,False,0
0,24,10,0.0006362685441135952,1.3869178295135498,1.308585524559021,1.2869528198242188,1.2564735717773436,241.7332305908203,False,0
0,24,11,0.0020275559590445286,1.4366843700408936,1.2441904544830322,1.2564735717773436,1.3254668579101563,182.86573791503906,False,0
0,24,12,0.0007855167211278952,1.5716722011566162,1.4911596775054932,1.3254668579101563,1.2302149658203125,197.42587280273438,False,0
0,24,13,0.0005726416897022357,1.0234887599945068,0.9706859588623047,1.2302149658203125,1.2522333984375,169.9099578857422,False,0
0,24,14,0.004239115827521626,1.0004559755325317,0.8739994168281555,1.2522333984375,1.2459266967773437,57.31383514404297,False,0
0,24,15,0.002781283894436939,1.4575566053390503,1.312200903892517,1.2459266967773437,1.1984690551757813,103.0522689819336,False,0
0,24,16,0.0038152042447694634,1.297734022140503,1.2020422220230103,1.1984690551757813,1.2184382934570313,48.49628829956055,False,0
0,24,17,0.0008727963568087724,1.1386548280715942,1.0885591506958008,1.2184382934570313,1.1828477783203124,105.18165588378906,False,0
0,24,18,0.000969773729787525,1.185255527496338,1.14656400680542,1.1828477783203124,1.1920875244140625,77.12301635742188,False,0
0,24,19,0.0011972515182562037,1.0919147729873657,1.0573636293411255,1.1920875244140625,1.1667400512695312,53.21105194091797,False,0
0,43,0,0.000969773729787525,2.6331558227539062,1.1592650413513184,2.6684857177734376,1.077987060546875,2860.986083984375,False,0
0,43,1,0.0020275559590445286,1.1161279678344727,1.0318915843963623,1.077987060546875,1.0324569702148438,78.67491912841797,False,0
0,43,2,0.0005726416897022357,1.1557868719100952,0.9073382019996643,1.0324569702148438,1.0757739868164062,811.1200561523438,False,0
0,43,3,0.00041745579179292984,1.1703282594680786,0.9107000231742859,1.0757739868164062,1.0085411682128906,1177.55810546875,False,0
0,43,4,0.0006362685441135952,0.9332972764968872,0.8484670519828796,1.0085411682128906,0.9979524536132812,265.1015930175781,False,0
0,43,5,0.00046383976865881093,0.9453223347663879,0.8939885497093201,0.9979524536132812,0.9794616394042969,209.17547607421875,False,0
0,43,6,0.0010775263664305832,0.8921148777008057,0.8659632205963135,0.9794616394042969,1.0111170654296875,44.67324447631836,False,0
0,43,7,0.0005726416897022357,1.2876662015914917,1.1573264598846436,1.0111170654296875,0.9833479614257813,408.3329772949219,False,0
0,43,8,0.0005153775207320121,1.0434577465057373,0.9816908836364746,0.9833479614257813,0.9739266662597656,234.81210327148438,False,0
0,43,9,0.0016423203268260682,0.9321089386940002,0.9000165462493896,0.9739266662597656,0.9602943420410156,35.958740234375,False,0
0,43,10,0.002781283894436939,0.9165173172950745,0.8893614411354065,0.9602943420410156,0.9576388244628906,19.527040481567383,False,0
0,43,11,0.0018248003631400759,0.911946713924408,0.8776761889457703,0.9576388244628906,1.00873876953125,35.73554992675781,False,0
0,43,12,0.0006362685441135952,1.036252498626709,0.9322553873062134,1.00873876953125,0.9415001831054688,299.53399658203125,False,0
0,43,13,0.000969773729787525,0.9512538313865662,0.9313188195228577,0.9415001831054688,0.9675254516601562,37.48874282836914,False,0
0,43,14,0.00046383976865881093,1.0743674039840698,1.0412559509277344,0.9675254516601562,0.9348955688476562,132.18484497070312,False,0
0,43,15,0.007178979876918534,1.0938256978988647,1.0169657468795776,0.9348955688476562,0.959771484375,19.34674835205078,False,0
0,43,16,0.0016423203268260682,0.8481059074401855,0.7794350981712341,0.959771484375,0.9371202087402344,82.99221801757812,False,0
0,43,17,0.0008727963568087724,1.0152106285095215,0.9843682050704956,0.9371202087402344,0.9175675964355469,68.92034149169922,False,0
0,43,18,0.002781283894436939,1.0501651763916016,0.996757984161377,0.9175675964355469,0.9509877014160156,34.87654113769531,False,0
0,43,19,0.0005726416897022357,0.8639967441558838,0.7521917223930359,0.9509877014160156,0.9407069396972656,363.2945556640625,False,0
0,10,0,0.0007069650490151057,2.3729753494262695,1.6115927696228027,2.3782177734375,1.6380718383789064,2049.219482421875,False,0
0,10,1,0.0018248003631400759,1.607539176940918,1.399538278579712,1.6380718383789064,1.4885205688476562,215.44725036621094,False,0
0,10,2,0.0006362685441135952,1.4309173822402954,1.374729037284851,1.4885205688476562,1.4602737426757812,166.9491729736328,False,0
0,10,3,0.0005153775207320121,1.5859087705612183,1.4779926538467407,1.4602737426757812,1.5024251708984375,384.07769775390625,False,0
0,10,4,0.000969773729787525,1.6076382398605347,1.5520437955856323,1.5024251708984375,1.4711541748046875,110.8915786743164,False,0
0,10,5,0.0008727963568087724,1.5446313619613647,1.4408279657363892,1.4711541748046875,1.4500977783203124,224.0154266357422,False,0
0,10,6,0.0010775263664305832,1.3780517578125,1.3465276956558228,1.4500977783203124,1.4932638549804687,55.92161178588867,False,0
0,10,7,0.0005726416897022357,1.4689240455627441,1.3931807279586792,1.4932638549804687,1.4435927734375,253.63925170898438,False,0
0,10,8,0.0005726416897022357,1.225222110748291,1.1625536680221558,1.4435927734375,1.4854398803710938,204.3402099609375,False,0
0,10,9,0.0006362685441135952,1.7155836820602417,1.581324577331543,1.4854398803710938,1.4470353393554687,390.54052734375,False,0
0,10,10,0.0005153775207320121,1.3696304559707642,1.292372226715088,1.4470353393554687,1.4486674194335938,292.6431884765625,False,0
0,10,11,0.0005153775207320121,1.5623399019241333,1.4671190977096558,1.4486674194335938,1.4526656494140624,361.84515380859375,False,0
0,10,12,0.0005153775207320121,1.3987290859222412,1.2766152620315552,1.4526656494140624,1.460907470703125,462.77923583984375,False,0
0,10,13,0.0005726416897022357,1.3267278671264648,1.242592215538025,1.460907470703125,1.4345458374023436,270.86236572265625,False,0
0,10,14,0.000969773729787525,1.4518547058105469,1.429481863975525,1.4345458374023436,1.4263959350585937,43.96641159057617,False,0
0,10,15,0.0007855167211278952,1.45306396484375,1.4215178489685059,1.4263959350585937,1.4345026245117187,75.79869079589844,False,0
0,10,16,0.0008727963568087724,1.6209847927093506,1.5667355060577393,1.4345026245117187,1.4334505004882812,123.61028289794922,False,0
0,10,17,0.0013302794647291152,1.4388618469238281,1.2980451583862305,1.4334505004882812,1.5660037841796874,205.7636260986328,False,0
0,10,18,0.000969773729787525,1.8080735206604004,1.5010311603546143,1.5660037841796874,1.499781494140625,601.8901977539062,False,0
0,10,19,0.0005726416897022357,1.4669358730316162,1.3991628885269165,1.499781494140625,1.4236121826171875,223.87522888183594,False,0
0,96,0,0.000969773729787525,3.014697790145874,1.8340630531311035,3.014385498046875,1.7839352416992187,2283.55615234375,False,0
0,96,1,0.000969773729787525,2.0124154090881348,1.6582152843475342,1.7839352416992187,1.7302871704101563,711.6737060546875,False,0
0,96,2,0.0005726416897022357,1.7271127700805664,1.3871777057647705,1.7302871704101563,1.59540087890625,1149.3538818359375,False,0
0,96,3,0.000969773729787525,1.5105241537094116,1.422995924949646,1.59540087890625,1.5423316650390626,175.42901611328125,False,0
0,96,4,0.0005726416897022357,1.4575810432434082,1.3872978687286377,1.5423316650390626,1.539382080078125,225.16619873046875,False,0
0,96,5,0.0007069650490151057,1.4315941333770752,1.3617298603057861,1.539382080078125,1.5077510986328124,197.51025390625,False,0
0,96,6,0.0030903154382632653,1.4586997032165527,1.3677635192871094,1.5077510986328124,1.5280400390625,58.45029067993164,False,0
0,96,7,0.0006362685441135952,1.493986964225769,1.3574732542037964,1.5280400390625,1.504419677734375,412.8427734375,False,0
0,96,8,0.0005726416897022357,1.6708542108535767,1.5855369567871094,1.504419677734375,1.4665877075195313,273.3664855957031,False,0
0,96,9,0.0016423203268260682,1.6318480968475342,1.5400030612945557,1.4665877075195313,1.4907669067382812,106.52786254882812,False,0
0,96,10,0.0007855167211278952,1.5657904148101807,1.5004879236221313,1.4907669067382812,1.4522564086914063,154.43836975097656,False,0
0,96,11,0.0008727963568087724,1.4853332042694092,1.4545278549194336,1.4522564086914063,1.4449710693359374,64.28850555419922,False,0
0,96,12,0.0022528399544939205,1.5373725891113281,1.486436128616333,1.4449710693359374,1.4789337768554687,45.15406036376953,False,0
0,96,13,0.0008727963568087724,1.6678919792175293,1.534557819366455,1.4789337768554687,1.4903554077148438,300.3471374511719,False,0
0,96,14,0.0007069650490151057,1.5981844663619995,1.5432347059249878,1.4903554077148438,1.4312473754882813,144.9932861328125,False,0
0,96,15,0.0006362685441135952,1.373661756515503,1.3223052024841309,1.4312473754882813,1.4619397583007812,145.9310302734375,False,0
0,96,16,0.0005153775207320121,1.4168912172317505,1.2693575620651245,1.4619397583007812,1.4616988525390624,534.2896118164062,False,0
0,96,17,0.0006362685441135952,1.3270881175994873,1.283667802810669,1.4616988525390624,1.4218795776367188,130.33026123046875,False,0
0,96,18,0.0016423203268260682,1.2719919681549072,1.2346580028533936,1.4218795776367188,1.450736328125,42.33254623413086,False,0
0,96,19,0.0010775263664305832,1.4438583850860596,1.3732861280441284,1.450736328125,1.45908544921875,124.46723175048828,False,0
0,0,0,0.0008727963568087724,2.9947752952575684,1.3092306852340698,3.0173828125,1.2580833129882814,3750.55126953125,False,0
0,0,1,0.0018248003631400759,1.447506070137024,1.3491498231887817,1.2580833129882814,1.2771080932617187,99.1363525390625,False,0
0,0,2,0.0007855167211278952,1.2637215852737427,1.1412339210510254,1.2771080932617187,1.2236713256835938,292.8992614746094,False,0
0,0,3,0.0018248003631400759,0.8714649081230164,0.7979232668876648,1.2236713256835938,1.3210557250976562,77.35958862304688,False,0
0,0,4,0.0013302794647291152,1.3136461973190308,1.1701024770736694,1.3210557250976562,1.2051668701171876,210.29641723632812,False,0
0,0,5,0.0016423203268260682,1.091508150100708,0.9870348572731018,1.2051668701171876,1.2151483154296876,126.65130615234375,False,0
0,0,6,0.0010775263664305832,1.2802647352218628,1.1721915006637573,1.2151483154296876,1.1900780639648438,183.85195922851562,False,0
0,0,7,0.0010775263664305832,1.2451218366622925,1.1913866996765137,1.1900780639648438,1.1764733276367187,97.14116668701172,False,0
0,0,8,0.0007855167211278952,1.4657458066940308,1.403801679611206,1.1764733276367187,1.1894903564453125,145.04212951660156,False,0
0,0,9,0.0007069650490151057,1.1724753379821777,1.0972633361816406,1.1894903564453125,1.172509521484375,200.4888458251953,False,0
0,0,10,0.006461081889226681,1.0871964693069458,0.931510329246521,1.172509521484375,1.2912764892578126,45.92101287841797,False,0
0,0,11,0.007178979876918534,0.9386880397796631,0.6614474654197693,1.2912764892578126,1.3712577514648439,74.96664428710938,False,0
0,0,12,0.002781283894436939,1.1989634037017822,1.0892966985702515,1.3712577514648439,1.2454251098632811,74.8653793334961,False,0
0,0,13,0.0018248003631400759,1.505483865737915,1.3258986473083496,1.2454251098632811,1.2115531616210937,186.1042022705078,False,0
0,0,14,0.0011972515182562037,1.4262880086898804,1.2893517017364502,1.2115531616210937,1.171625,216.8015899658203,False,0
0,0,15,0.0013302794647291152,1.2969152927398682,1.2612119913101196,1.171625,1.1472230224609374,51.179073333740234,False,0
0,0,16,0.004239115827521626,1.1076511144638062,1.0286890268325806,1.1472230224609374,1.1822153930664063,35.63475036621094,False,0
0,0,17,0.0014780882941434613,1.1547508239746094,1.0828380584716797,1.1822153930664063,1.1619077758789063,89.50331115722656,False,0
0,0,18,0.0007855167211278952,1.072645902633667,1.0430021286010742,1.1619077758789063,1.1546105346679687,72.29605102539062,False,0
0,0,19,0.0010775263664305832,1.4788366556167603,1.4049922227859497,1.1546105346679687,1.1680567626953124,133.92514038085938,False,0
0,68,0,0.0014780882941434613,2.4291024208068848,1.9838253259658813,2.5970572509765626,2.0307799072265627,593.6039428710938,False,0
0,68,1,0.0010775263664305832,2.0402584075927734,1.6754399538040161,2.0307799072265627,1.9848451538085938,622.2496948242188,False,0
0,68,2,0.0007069650490151057,1.9769963026046753,1.8175355195999146,1.9848451538085938,1.896337890625,444.55450439453125,False,0
0,68,3,0.0011972515182562037,2.030841588973999,1.8774632215499878,1.896337890625,1.9217680053710937,234.12648010253906,False,0
0,68,4,0.0014780882941434613,1.9758778810501099,1.8353935480117798,1.9217680053710937,1.9264360961914062,179.4999542236328,False,0
0,68,5,0.000969773729787525,1.8700370788574219,1.6729333400726318,1.9264360961914062,1.8858003540039063,391.10650634765625,False,0
0,68,6,0.0010775263664305832,1.9265567064285278,1.6980520486831665,1.8858003540039063,1.9333515625,391.7418212890625,False,0
0,68,7,0.000969773729787525,2.055422782897949,1.8661274909973145,1.9333515625,1.8536851806640624,389.3377685546875,False,0
0,68,8,0.0010775263664305832,1.9888267517089844,1.9187203645706177,1.8536851806640624,1.8315877075195313,123.6395263671875,False,0
0,68,9,0.0014780882941434613,1.7278857231140137,1.647655963897705,1.8315877075195313,1.8457424926757813,102.95703125,False,0
0,68,10,0.000969773729787525,1.8055129051208496,1.712731957435608,1.8457424926757813,1.8500325317382813,176.80873107910156,False,0
0,68,11,0.0007855167211278952,1.8329983949661255,1.691319227218628,1.8500325317382813,1.853203857421875,328.36553955078125,False,0
0,68,12,0.000969773729787525,1.8566882610321045,1.7223639488220215,1.853203857421875,1.849646728515625,270.9877624511719,False,0
